001	1944-09-01	ДА
001	1944-09-01	ДА	КаоФ
001	1944-09-01	ДА	КаоФ	7 армия
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	16 иап
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	177 иап
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	178 иап
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	309 иап
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	429 иап
105	1944-09-01	ПВО	ПВО страны	1 воздушная истребительная армия ПВО	445 иап
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	2 гв. иак
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	11 гв.
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	26 гв.
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	27 гв.
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	102 гв.
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	103 гв.
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	401 иап
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	403 иап
106	1944-09-01	ПВО	ПВО страны	Ленинградская армия ПВО	404 иап
107	1944-09-02	ПВО
107	1944-09-02	ПВО	ПВО страны
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	77 дивизия ПВО 
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	36 гв.
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	15 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	25 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	37 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	65 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	253 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	391 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	434 озадн
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	42 об ВНОС
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	47 об ВНОС
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	191 озенбрп
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	43 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	48 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	54 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	72 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	83 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	84 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	110 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	111 зенабр
107	1944-09-02	ПВО	ПВО страны	Ленинградская армия ПВО	128 зенабр
108	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО
108	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	310 иад
108	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	268 иап
108	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	348 иап
108	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	802 иап
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	9 иак
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	39 гв.
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	146 гв.
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	586 иап
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	894 иап
109	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1007 иап
110	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	10 иак
110	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	182 иап
110	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	628 иап
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	9 
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	383 зенап
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	58 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	80 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	82 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	174 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	211 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	292 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	299 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	334 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	361 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	383 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	433 озадн
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	15 зенпулб
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	61 зенпулр
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	803 зенпулр
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	22 об ВНОС
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	132 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	140 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	169 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	172 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	179 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	181 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	186 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	189 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	224 озенбрп
111	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	225 озенбрп
112	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	127 иад
112	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	822 иап
112	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	934 иап
112	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1008 иап
113	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	126 иад
113	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	738 иап
113	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	833 иап
114	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	2 гв. иад
114	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	38 гв. иап
114	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	83 гв. иап
114	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	84 гв. иап
115	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	141 иад
115	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	234 иап
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	86 дивизия ПВО 
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1856 зенап
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	90 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	201 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	249 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	310 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	375 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	453 озадн
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	63 зенпулр
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	790 зенпулр
116	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	70 об ВНОС
117	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	123 иад
117	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	936 иап
117	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	965 иап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	3 отд. зенабр
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	544 зенап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1806 зенап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1860 зенап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	255 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	353 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	374 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	395 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	547 зенбатр
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	549 зенбатр
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	56 об ВНОС
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	1864 зенап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	144 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	182 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	189 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	254 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	269 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	286 озадн
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	36 зенпулп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	86 об ВНОС
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	138 озенбрп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	142 озенбрп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	144 озенбрп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	168 озенбрп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	185 озенбрп
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	10 иак 
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	266 иап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	631 иап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	908 иап
118	1944-09-01	ПВО	ПВО страны	Южный фронт ПВО	961 иап
119	1944-09-01	ПВО	ПВО страны	144 иад
119	1944-09-01	ПВО	ПВО страны	743 иап
119	1944-09-01	ПВО	ПВО страны	933 иап
120	1944-09-01	ПВО	ПВО НДФ
120	1944-09-01	ПВО	ПВО НДФ	Закавказский фронт ПВО
120	1944-09-01	ПВО	ПВО НДФ	Закавказский фронт ПВО	298 иад
120	1944-09-01	ПВО	ПВО НДФ	Закавказский фронт ПВО	982 иап
120	1944-09-01	ПВО	ПВО НДФ	Закавказский фронт ПВО	983 иап
121	1944-09-02	ПВО	ПВО НДФ
121	1944-09-02	ПВО	ПВО НДФ	Закавказский фронт ПВО
121	1944-09-02	ПВО	ПВО НДФ	Закавказский фронт ПВО	298 иад
121	1944-09-02	ПВО	ПВО НДФ	Закавказский фронт ПВО	35 иап
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	8 иак ПВО
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	82 иап
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	480 иап
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	481 иап
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	922 иап
122	1944-09-01	ПВО	ПВО НДФ	Бакинская армия ПВО	962 иап
123	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО
123	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	297 иад
123	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	938 иап
123	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	939 иап
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	1 
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	10 озадн
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	132 озадн
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	162 озадн
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	390 озадн
124	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	79 об ВНОС
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	2 
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	150 озадн
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	187 озадн
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	262 озадн
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	264 озадн
125	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	408 озадн
126	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	3 
126	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	750 зенап
126	1944-09-01	ПВО	ПВО НДФ	Забайкальская зона ПВО	166 озадн
127	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО
127	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	149 иад
127	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	18 иап
127	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	60 иап
128	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	5 отд. Зенабр
128	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	749 зенап
128	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	217 озадн
128	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	25 зенпрожб
129	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	757 зенап
129	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	167 озадн
129	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	175 озадн
129	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	195 озадн
130	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	147 озадн
130	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	155 озадн
130	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	190 озадн
130	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	398 озадн
131	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	639 зенап
131	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	152 озадн
131	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	543 озадн
132	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	755 зенап
132	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	186 озадн
132	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	565 
133	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	752 зенап
133	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	465 озадн
134	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	1919 зенап
134	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	456 озадн
134	1944-09-01	ПВО	ПВО НДФ	Дальневосточная зона ПВО	457 озадн
135	1944-09-01	ПВО	20 озадн
135	1944-09-01	ПВО	69 озадн
135	1944-09-01	ПВО	225 озадн
135	1944-09-01	ПВО	411 озадн
136	1944-09-01	РС ВГК
136	1944-09-01	РС ВГК	6 армия
136	1944-09-01	РС ВГК	6 армия	159 пабр
136	1944-09-01	РС ВГК	6 армия	531 минп
136	1944-09-01	РС ВГК	6 армия	62 исбр
137	1944-09-01	РС ВГК	61 армия
137	1944-09-01	РС ВГК	61 армия	9 гв. ск
137	1944-09-01	РС ВГК	61 армия	12 гв.
137	1944-09-01	РС ВГК	61 армия	75 гв.
137	1944-09-01	РС ВГК	61 армия	80 ск 
137	1944-09-01	РС ВГК	61 армия	82 сд
137	1944-09-01	РС ВГК	61 армия	212 сд
137	1944-09-01	РС ВГК	61 армия	356 сд
137	1944-09-01	РС ВГК	61 армия	89 ск 
137	1944-09-01	РС ВГК	61 армия	23 сд
137	1944-09-01	РС ВГК	61 армия	55 сд
137	1944-09-01	РС ВГК	61 армия	397 сд
137	1944-09-01	РС ВГК	61 армия	8 кабр
137	1944-09-01	РС ВГК	61 армия	60 гв. кап
137	1944-09-01	РС ВГК	61 армия	547 минп
137	1944-09-01	РС ВГК	61 армия	1899 сап
137	1944-09-01	РС ВГК	61 армия	38 исбр
138	1944-09-01	РС ВГК	37 гв. вдк
138	1944-09-01	РС ВГК	98 гв. вдд
138	1944-09-01	РС ВГК	99 гв. вдд
138	1944-09-01	РС ВГК	38 гв. вдк 
138	1944-09-01	РС ВГК	11 гв. вдд
138	1944-09-01	РС ВГК	12 гв. вдд
138	1944-09-01	РС ВГК	16 гв. вдд
138	1944-09-01	РС ВГК	2 гв. мк 
138	1944-09-01	РС ВГК	4 гв. мехбр
138	1944-09-01	РС ВГК	5 гв. мехбр
138	1944-09-01	РС ВГК	6 гв. мехбр
138	1944-09-01	РС ВГК	251 гв.
138	1944-09-01	РС ВГК	99 мцб
138	1944-09-01	РС ВГК	408 гв. мдн
138	1944-09-01	РС ВГК	5 гв. мк 
138	1944-09-01	РС ВГК	10 гв. мехбр
138	1944-09-01	РС ВГК	11 гв. мехбр
138	1944-09-01	РС ВГК	12 гв. мехбр
138	1944-09-01	РС ВГК	104 гв.
138	1944-09-01	РС ВГК	2 гв. мцб
138	1944-09-01	РС ВГК	763 зенап
138	1944-09-01	РС ВГК	20 тк 
138	1944-09-01	РС ВГК	8 гв.
138	1944-09-01	РС ВГК	155 тбр
138	1944-09-01	РС ВГК	1895 сап
138	1944-09-01	РС ВГК	291 минп
138	1944-09-01	РС ВГК	1711 зенап
138	1944-09-01	РС ВГК	30 гв. отп
138	1944-09-01	РС ВГК	344 гв. тсап
138	1944-09-01	РС ВГК	48 одн брп
138	1944-09-01	РС ВГК	73 трад ДД
139	1944-09-01	ВО
139	1944-09-01	ВО	Московский ВО
139	1944-09-01	ВО	Московский ВО	4 гв. мд
139	1944-09-01	ВО	Московский ВО	13 гв. мбр
139	1944-09-01	ВО	Московский ВО	30 гв. мбр
139	1944-09-01	ВО	Московский ВО	4 гв. мп
139	1944-09-01	ВО	Московский ВО	16 гв. мп
139	1944-09-01	ВО	Московский ВО	19 гв. мп
139	1944-09-01	ВО	Московский ВО	50 гв. мп
139	1944-09-01	ВО	Московский ВО	96 гв. мп
139	1944-09-01	ВО	Московский ВО	253 зенап
139	1944-09-01	ВО	Московский ВО	309 зенап
139	1944-09-01	ВО	Московский ВО	582 зенап
139	1944-09-01	ВО	Московский ВО	879 зенап
139	1944-09-01	ВО	Московский ВО	73 зенад 
139	1944-09-01	ВО	Московский ВО	205 зенап
139	1944-09-01	ВО	Московский ВО	402 зенап
139	1944-09-01	ВО	Московский ВО	430 зенап
139	1944-09-01	ВО	Московский ВО	442 зенап
139	1944-09-01	ВО	Московский ВО	74 зенад 
139	1944-09-01	ВО	Московский ВО	445 зенап
139	1944-09-01	ВО	Московский ВО	457 зенап
139	1944-09-01	ВО	Московский ВО	498 зенап
139	1944-09-01	ВО	Московский ВО	499 зенап
139	1944-09-01	ВО	Московский ВО	1662 зенап
139	1944-09-01	ВО	Московский ВО	1673 зенап
139	1944-09-01	ВО	Московский ВО	1674 зенап
139	1944-09-01	ВО	Московский ВО	1676 зенап
139	1944-09-01	ВО	Московский ВО	1678 зенап
139	1944-09-01	ВО	Московский ВО	1682 зенап
139	1944-09-01	ВО	Московский ВО	1683 зенап
139	1944-09-01	ВО	Московский ВО	1685 зенап
139	1944-09-01	ВО	Московский ВО	6 гв.
139	1944-09-01	ВО	Московский ВО	32 гв.
139	1944-09-01	ВО	Московский ВО	201 тбр
139	1944-09-01	ВО	Московский ВО	232 тбр
139	1944-09-01	ВО	Московский ВО	77 гв.
139	1944-09-01	ВО	Московский ВО	78 гв.
139	1944-09-01	ВО	Московский ВО	79 гв.
139	1944-09-01	ВО	Московский ВО	80 гв.
139	1944-09-01	ВО	Московский ВО	340 гв. тсап
139	1944-09-01	ВО	Московский ВО	342 гв. тсап
139	1944-09-01	ВО	Московский ВО	373 гв. тсап
139	1944-09-01	ВО	Московский ВО	1057 сап
139	1944-09-01	ВО	Московский ВО	286 омб 
139	1944-09-01	ВО	Московский ВО	43 одн брп
139	1944-09-01	ВО	Московский ВО	2 ад ОН
139	1944-09-01	ВО	Московский ВО	4 ад ОН
139	1944-09-01	ВО	Московский ВО	326 бад
139	1944-09-01	ВО	Московский ВО	327 бад
139	1944-09-01	ВО	Московский ВО	130 иад
139	1944-09-01	ВО	Московский ВО	42 гв. иап
139	1944-09-01	ВО	Московский ВО	384 нбап
139	1944-09-01	ВО	Московский ВО	7 исбр
139	1944-09-01	ВО	Московский ВО	21 шисбр
139	1944-09-01	ВО	Московский ВО	23 шисбр
139	1944-09-01	ВО	Московский ВО	9 гв. батальоны минеров
139	1944-09-01	ВО	Московский ВО	14 гв. батальоны минеров
140	1944-09-01	ВО	Архангельский ВО
140	1944-09-01	ВО	Архангельский ВО	25 сд
140	1944-09-01	ВО	Архангельский ВО	488 опаб
140	1944-09-01	ВО	Архангельский ВО	310 пап
140	1944-09-01	ВО	Архангельский ВО	6 батареи БМ
140	1944-09-01	ВО	Архангельский ВО	114 иап
141	1944-09-01	ВО	Белорусский ВО
141	1944-09-01	ВО	Белорусский ВО	8 мк
141	1944-09-01	ВО	Белорусский ВО	66 мехбр
141	1944-09-01	ВО	Белорусский ВО	67 мехбр
141	1944-09-01	ВО	Белорусский ВО	68 мехбр
141	1944-09-01	ВО	Белорусский ВО	114 сап
141	1944-09-01	ВО	Белорусский ВО	895 сап
141	1944-09-01	ВО	Белорусский ВО	615 минп
141	1944-09-01	ВО	Белорусский ВО	1716 зенап
141	1944-09-01	ВО	Белорусский ВО	38 оиб
141	1944-09-01	ВО	Белорусский ВО	65 оиб
141	1944-09-01	ВО	Белорусский ВО	78 оиб
142	1944-09-01	ВО	Орловский ВО
142	1944-09-01	ВО	Орловский ВО	10 адп
142	1944-09-01	ВО	Орловский ВО	33 гв. лабр
142	1944-09-01	ВО	Орловский ВО	162 габр
142	1944-09-01	ВО	Орловский ВО	126 габр БМ
142	1944-09-01	ВО	Орловский ВО	15 тминбр
142	1944-09-01	ВО	Орловский ВО	34 тминбр
142	1944-09-01	ВО	Орловский ВО	181 иад
142	1944-09-01	ВО	Орловский ВО	76 краэ
142	1944-09-01	ВО	Орловский ВО	69 оиб
142	1944-09-01	ВО	Орловский ВО	77 оиб
143	1944-09-01	ВО	Киевский ВО
143	1944-09-01	ВО	Киевский ВО	19 зенад
143	1944-09-01	ВО	Киевский ВО	1332 зенап
143	1944-09-01	ВО	Киевский ВО	1338 зенап
143	1944-09-01	ВО	Киевский ВО	1344 зенап
143	1944-09-01	ВО	Киевский ВО	1350 зенап
143	1944-09-01	ВО	Киевский ВО	70 зенад 
143	1944-09-01	ВО	Киевский ВО	1997 зенап
143	1944-09-01	ВО	Киевский ВО	2001 зенап
143	1944-09-01	ВО	Киевский ВО	2005 зенап
143	1944-09-01	ВО	Киевский ВО	2009 зенап
143	1944-09-01	ВО	Киевский ВО	71 зенад 
143	1944-09-01	ВО	Киевский ВО	1998 зенап
143	1944-09-01	ВО	Киевский ВО	2002 зенап
143	1944-09-01	ВО	Киевский ВО	2006 зенап
143	1944-09-01	ВО	Киевский ВО	2010 зенап
143	1944-09-01	ВО	Киевский ВО	1260 зенап
143	1944-09-01	ВО	Киевский ВО	540 озадн
143	1944-09-01	ВО	Киевский ВО	7 гв. мк 
143	1944-09-01	ВО	Киевский ВО	24 гв. мехбр
143	1944-09-01	ВО	Киевский ВО	25 гв. мехбр
143	1944-09-01	ВО	Киевский ВО	26 гв. мехбр
143	1944-09-01	ВО	Киевский ВО	291 гв.
143	1944-09-01	ВО	Киевский ВО	5 гв. мцб
143	1944-09-01	ВО	Киевский ВО	410 гв. мдн
143	1944-09-01	ВО	Киевский ВО	245 шап
143	1944-09-01	ВО	Киевский ВО	68 оиб
144	1944-09-01	ВО	Одесский ВО
144	1944-09-01	ВО	Одесский ВО	48 гв. рап
144	1944-09-01	ВО	Одесский ВО	327 оиб
145	1944-09-01	ВО	Харьковский ВО
145	1944-09-01	ВО	Харьковский ВО	15 зенад
145	1944-09-01	ВО	Харьковский ВО	281 зенап
145	1944-09-01	ВО	Харьковский ВО	342 зенап
145	1944-09-01	ВО	Харьковский ВО	723 зенап
145	1944-09-01	ВО	Харьковский ВО	1264 зенап
145	1944-09-01	ВО	Харьковский ВО	1 гв. мк 
145	1944-09-01	ВО	Харьковский ВО	1 гв. мехбр
145	1944-09-01	ВО	Харьковский ВО	2 гв. мехбр
145	1944-09-01	ВО	Харьковский ВО	3 гв. мехбр
145	1944-09-01	ВО	Харьковский ВО	1504 сап
145	1944-09-01	ВО	Харьковский ВО	1818 сап
145	1944-09-01	ВО	Харьковский ВО	741 оиптдн
145	1944-09-01	ВО	Харьковский ВО	407 гв. мдн
145	1944-09-01	ВО	Харьковский ВО	11 тбр
145	1944-09-01	ВО	Харьковский ВО	129 тбр
145	1944-09-01	ВО	Харьковский ВО	144 тбр
145	1944-09-01	ВО	Харьковский ВО	254 тбр
145	1944-09-01	ВО	Харьковский ВО	52 мцп
145	1944-09-01	ВО	Харьковский ВО	183 бад
145	1944-09-01	ВО	Харьковский ВО	329 иад
145	1944-09-01	ВО	Харьковский ВО	620 нбап
145	1944-09-01	ВО	Харьковский ВО	35 оиб
145	1944-09-01	ВО	Харьковский ВО	66 оиб
145	1944-09-01	ВО	Харьковский ВО	238 оиб
145	1944-09-01	ВО	Харьковский ВО	376 оиб
146	1944-09-01	ВО	Приволжский ВО
146	1944-09-01	ВО	Приволжский ВО	327 гв. мп
146	1944-09-01	ВО	Приволжский ВО	1000 шап
147	1944-09-01	ВО	Северо-Кавказский ВО
147	1944-09-01	ВО	Северо-Кавказский ВО	66 одн брп
148	1944-09-01	НДФ
148	1944-09-01	НДФ	ЗакФ
148	1944-09-01	НДФ	ЗакФ	4 армия
148	1944-09-01	НДФ	ЗакФ	4 армия	58 ск
148	1944-09-01	НДФ	ЗакФ	4 армия	68 гсд
148	1944-09-01	НДФ	ЗакФ	4 армия	89 сбр
148	1944-09-01	НДФ	ЗакФ	4 армия	90 сбр
148	1944-09-01	НДФ	ЗакФ	4 армия	15 кк 
148	1944-09-01	НДФ	ЗакФ	4 армия	1 кд
148	1944-09-01	НДФ	ЗакФ	4 армия	23 кд
148	1944-09-01	НДФ	ЗакФ	4 армия	39 кд
148	1944-09-01	НДФ	ЗакФ	4 армия	15 оиптдн
148	1944-09-01	НДФ	ЗакФ	4 армия	15 оминбрп
149	1944-09-01	НДФ	ЗакФ	45 армия
149	1944-09-01	НДФ	ЗакФ	45 армия	261 сд
149	1944-09-01	НДФ	ЗакФ	45 армия	349 сд
149	1944-09-01	НДФ	ЗакФ	45 армия	55 УР
